╜s╕╣,дgжa░╧мqжь╕m,дgжa▓╛┬рн▒┐nендшд╜д╪,и╧е╬д└░╧й╬╜sйw
RPVNMLKLKHJFFFE97CA,╡зиqмq,15.67,│гелбGифеL
RPPQMLSKKHJFFFE38CA,▓`дЇмq,139.00,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбGд■║╪л╪┐vе╬жa
RPPQMLSKKHJFFFE38CA,▓`дЇмq,2.00,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбGд■║╪л╪┐vе╬жa
RPSQMLSKKHJFFFE68CA,┐│└sмq,9.58,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPSQMLSKKHJFFFE68CA,┐│└sмq,60.77,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPSQMLSKKHJFFFE68CA,┐│└sмq,21.34,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOOMLKLKHJFFFE37CA,н▒лeоHмq,25.21,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPOOMLKLKHJFFFE37CA,н▒лeоHмq,1.04,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGец│qе╬жa
RPTNMLQLKHJFFFE38CA,дUж╦│Ємq,13.91,│гелбGжэ
RPQNMLTJLHJFFGE38CA,дjий┤Ємq,27.93,│гелбGжэ
RPQOMLMKLHJFFGE87CA,╖sе╥мq,74.00,│гелбGжэ
RPOOMLNKLHJFFGE77CA,дхн^мq,9.47,│гелбGжэ
RPVOMLOKLHJFFGE58CA,е_к∙мq,60.00,│гелбGжэ
RPUNMLRKLHJFFGE68CA,икдsмq,15.57,│гелбG░╙
RPVNMLRKLHJFFGE78CA,икдsмq,15.57,│гелбG░╙
RPWNMLRKLHJFFGE88CA,икдsмq,15.57,│гелбG░╙
RPPNMLRJLHJFFFE97CA,дх┐│мq,145.14,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPWNMLPJLHJFFFE48CA,├г┐│мq,346.00,│гелбGжэ
RPXNMLPJLHJFFFE58CA,икоr╖sмq,298.88,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGдB║╪л╪┐vе╬жa
RPOOMLNKLHJFFFE67CA,╖sе╥мq,208.76,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPPNMLSKKHJFFGE18CA,мwеJмq,95.78,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQNMLSKKHJFFGE28CA,╗ёдsмqдїй╨дfдpмq,30.00,│гелбG░╙
RPQNMLSKKHJFFGE28CA,╗ёдsмqдїй╨дfдpмq,1.00,│гелбG░╙
RPQNMLSKKHJFFGE28CA,╗ёдsмqдїй╨дfдpмq,.38,│гелбG░╙
RPOPMLKLKHJFFGE57CA,дCж╤╖▌мq,70.00,│гелбGжэ
RPQPMLKLKHJFFGE77CA,╣D╖▌√pмqдU╡ц╢щдpмq,27.00,│гелбGжэ
RPWNMLTKKHJFFGE98CA,║╓╕█мq,27.31,│гелбGжэ
RPXNMLTKKHJFFGE09CA,║╓╕█мq,26.39,│гелбGжэ
RPOOMLTKKHJFFGE28CA,║╓╕█мq,24.74,│гелбGжэ
RPVNMLLLKHJFFGE18CA,дЇжwмq,289.92,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGд■║╪л╪┐vе╬жa
RPWNMLLLKHJFFGE28CA,└sе╪мq,2695.79,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPVOMLLJLHJFFGE18CA,╗ё╡╛мq,171.49,│гелбGжэ
RPROMLRLKHJFFGE48CA,╖sе╥мq,24.80,│гелбGжэ
RPXNMLQJLHJFFJE09CA,╖O└┘мq,136.87,│гелбGжэ
RPOOMLQJLHJFFJE28CA,╖O└┘мq,161.99,│гелбGжэ
RPSNMLSKKHJFFJE78CA,лnжwж╤мq,46.00,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPSNMLSKKHJFFJE78CA,лnжwж╤мq,70.67,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPSNMLSKKHJFFJE78CA,лnжwж╤мq,234.33,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPSNMLSKKHJFFJE78CA,лnжwж╤мq,707.17,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPXNMLPLKHJFFJE09CA,┤╢└┘мq,15.65,│гелбGжэ
RPXNMLPLKHJFFJE09CA,┤╢└┘мq,237.11,│гелбGжэ
RPOOMLPLKHJFFJE28CA,▒T║|мq,322.00,│гелбGжэ
RPUNMLKLKHJFFHE08CA,║Xлnмq,66.28,│гелбGжэ
RPPOMLTKKHJFFIE58CA,╣┼╕█мq,119.32,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGкL╖~е╬жa
RPPOMLTKKHJFFIE58CA,╣┼╕█мq,1730.46,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPPOMLTKKHJFFIE58CA,╣┼╕█мq,78.88,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,106.86,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,104.66,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,210.00,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,126.12,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,42.06,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,42.06,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,42.06,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,126.28,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,126.14,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,125.94,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,312.90,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,311.00,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQOMLTKKHJFFIE68CA,дп╕qмq,50.00,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPUOMLTKKHJFFIE09CA,╝с▓Mмq,402.50,│гелбGжэ
RPUOMLTKKHJFFIE09CA,╝с▓Mмq,381.00,│гелбGжэ
RPSOMLSKKHJFFIE78CA,дjжwмq,10.00,│гелбGжэ
RPQNMLLLKHJFFIE87CA,лC╢│мq,35.71,│гелбGжэ
RPQNMLLLKHJFFIE87CA,лC╢│мq,2.59,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,2.40,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,8.25,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,4.06,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,2.93,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,2.35,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,4.08,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,5.57,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,1.36,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,2.88,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,9.73,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.35,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.35,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,5.57,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.36,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.07,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,3.80,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.23,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.02,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,1.04,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,7.23,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,2.50,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.84,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.82,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,3.11,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,13.15,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.64,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,2.10,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.59,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.13,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,2.24,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,6.51,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.82,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,11.53,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,1.97,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.53,│гелбGжэ
RPPOMLOLKHJFFIE18CA,лC╢│мq,.16,│гелбGжэ
RPPNMLSJLHJFFLE68CA,д¤д╜╝qмq,100.00,│гелбG░╙
RPQNMLSJLHJFFLE78CA,д¤д╜╝qмq,100.00,│гелбG░╙
RPUNMLMKLHJFFLE68CA,лс╔▄мq,102.16,│гелбGжэ
RPUNMLMKLHJFFLE68CA,лс╔▄мq,22.70,│гелбGжэ
RPRNMLSKKHJFFLE88CA,дsдl│╗мq,584.00,│гелбGжэ
RPRNMLSKKHJFFLE88CA,дsдl│╗мq,31.00,│гелбGифеL
RPVNMLRLKHJFFLE66CA,лс╔▄мq,22.70,│гелбGжэ
RPVNMLRLKHJFFLE66CA,лс╔▄мq,131.49,│гелбGжэ
RPWNMLRLKHJFFLE76CA,лс╔▄мq,101.75,│гелбGжэ
RPWNMLRLKHJFFLE76CA,лс╔▄мq,22.70,│гелбGжэ
RPRNMLSKKHJFFKE78CA,╙y┐@мq,1000.00,лD│гелбG ; лD│гел╜sйwбG
RPROMLSKKHJFFAE97DA,└s╡╪мqд@дpмq,36.22,│гелбGжэ
RPWNMLKLKHJFFAE67DA,лCо№мq,12.58,│гелбG░╙
RPRNMLTKKHJFFAE97DA,└s╡╪мqдKдpмq,7.97,│гелбGжэ
RPWNMLMKLHJFFAE87DA,└s╡╪мqе|дpмq,5.57,│гелбGжэ
RPUOMLKLKHJFFBE67DA,кZ╕tмq,46.50,│гелбGжэ
RPVNMLLLKHJFFBE77DA,кL╝wйxмq,59.00,│гелбG░╙
RPVNMLLLKHJFFBE77DA,кL╝wйxмq,12.00,│гелбGифеL
RPXNMLLLKHJFFBE97DA,╖s┐│мqдTдpмq,75.00,│гелбG░╙
RPUNMLQJLHJFFBE08DA,╖N╕█мq,9.26,│гелбG░╙
RPSOMLRKKHJFFCE18DA,┬экFмq,56.00,│гелбGжэ
RPOQMLSKKHJFFCE08DA,╖ч▒^мqд@дpмq,17.12,│гелбGжэ
RPOQMLSKKHJFFCE08DA,╖ч▒^мqд@дpмq,5.93,│гелбG░╙
RPQNMLLLKHJFFCE37DA,йW│╗мq,129.06,│гелбGжэ
RPQOMLTJLHJFFGE58DA,░ё│╗мq,44.86,│гелбGжэ
RPROMLTJLHJFFGE68DA,░ё│╗мq,44.86,│гелбGжэ
RPSOMLTJLHJFFGE78DA,░ё│╗мq,44.86,│гелбGжэ
RPTOMLTJLHJFFGE88DA,░ё│╗мq,44.86,│гелбGжэ
RPUOMLTJLHJFFGE98DA,░ё│╗мq,44.86,│гелбGжэ
RPVOMLTJLHJFFGE09DA,░ё│╗мq,44.86,│гелбGжэ
RPWOMLTJLHJFFGE56DA,░ё│╗мq,44.86,│гелбGжэ
RPXOMLTJLHJFFGE66DA,░ё│╗мq,44.86,│гелбGжэ
RPOPMLTJLHJFFGE48DA,░ё│╗мq,44.86,│гелбGжэ
RPPPMLTJLHJFFGE58DA,░ё│╗мq,44.86,│гелбGжэ
RPQPMLTJLHJFFGE68DA,░ё│╗мq,52.25,│гелбGжэ
RPSPMLTJLHJFFGE88DA,░ё│╗мq,52.25,│гелбGжэ
RPTPMLTJLHJFFGE98DA,░ё│╗мq,52.25,│гелбGжэ
RPUPMLTJLHJFFGE09DA,░ё│╗мq,52.25,│гелбGжэ
RPVPMLTJLHJFFGE56DA,░ё│╗мq,52.25,│гелбGжэ
RPWPMLTJLHJFFGE66DA,░ё│╗мq,52.25,│гелбGжэ
RPXPMLTJLHJFFGE76DA,░ё│╗мq,52.25,│гелбGжэ
RPOQMLTJLHJFFGE58DA,░ё│╗мq,45.21,│гелбGжэ
RPPQMLTJLHJFFGE68DA,░ё│╗мq,45.21,│гелбGжэ
RPQQMLTJLHJFFGE78DA,░ё│╗мq,45.21,│гелбGжэ
RPQNMLSKKHJFFIE58DA,лOжwмq,315.00,│гелбG╣A
RPSNMLSKKHJFFIE78DA,дхкZмq,173.59,│гелбGжэ
RPXNMLOLKHJFFIE98DA,оH└нмq,670.00,│гелбG╣A
RPXNMLOLKHJFFIE98DA,оH└нмq,2050.00,│гелбG╣A
RPXNMLOLKHJFFIE98DA,дjжPмq,38.42,│гелбGжэ
RPXNMLOLKHJFFIE98DA,дjжPмq,13.59,│гелбGжэ
RPWNMLRKKHJFFDE58DA,дj╕╬мqд@дpмq,29.58,│гелбGжэ
RPXNMLSKKHJFFDE78DA,дT╢Їнэмqд@дpмq,3.85,│гелбG░╙
RPROMLKLKHJFFDE57DA,дj┤фмqд@дpмq,119.00,│гелбGжэ
RPVNMLQJLHJFFDE38DA,╖р└Yмqд@дpмq,118.38,│гелбGжэ
RPOOMLTKKHJFFEE18DA,║╓е┴мq,12.57,│гелбGжэ
RPSNMLSKKHJFFEE38DA,╖s╔▄мqдQд@дpмq,20.76,│гелбGжэ
RPRNMLTKKHJFFEE38DA,╖s╔▄мqдQдGдpмq,12.51,│гелбGжэ
RPXOMLQLKHJFFEE88DA,╖г│гмqдTдpмq,.02,│гелбGифеL
RPXOMLQLKHJFFEE88DA,╖г│гмqдTдpмq,3.67,│гелбG░╙
RPXNMLRKKHJFFFE88DA,└▒┤фмq,981.57,│гелбG╣A
RPSPMLRKKHJFFGE68DA,ж╦╝dмq,9.33,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGд■║╪л╪┐vе╬жa
RPSPMLRKKHJFFGE68DA,ж╦╝dмq,16.37,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGд■║╪л╪┐vе╬жa
RPSPMLRKKHJFFGE68DA,ж╦╝dмq,20.87,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGд■║╪л╪┐vе╬жa
RPSPMLLLLHJFFGE38EA,░ё│╗мq,45.21,│гелбGжэ
RPOPMLSKKHJFFGE48EA,дCж╤╖▌мq,20.21,│гелбGжэ
RPOPMLSKKHJFFGE48EA,дCж╤╖▌мq,12.42,│гелбGжэ
RPOPMLSKKHJFFJE68DA,│Єдlд║мq,118.00,│гелбGжэ
RPQNMLLKLHJFFJE08DA,▒T║|мq,74.00,│гелбGжэ
RPTNMLTKKHJFFKE56DA,м№┐@мq,2124.00,лD│гелбG ; лD│гел╜sйwбG
RPUNMLSKLHJFFGE98EA,░ё│╗мq,45.22,│гелбGжэ
RPUNMLKKLHJFFGE18EA,░ё│╗мq,45.21,│гелбGжэ
RPPNMLTKKHJFFGE38DA,░ё│╗мq,96.00,│гелбGжэ
RPSNMLTKKHJFFGE68DA,дj╛ЁлOжwмq,94.19,│гелбGжэ
RPQNMLLLKHJFFGE77DA,╖s╔▄дlмq,44.00,│гелбG░╙
RPTQMLRJLHJFFGE88DA,░ё│╗мq,45.22,│гелбGжэ
RPVQMLRJLHJFFGE09DA,░ё│╗мq,52.25,│гелбGжэ
RPWQMLRJLHJFFGE56DA,░ё│╗мq,44.21,│гелбGжэ
RPXQMLRJLHJFFGE66DA,░ё│╗мq,44.21,│гелбGжэ
RPORMLRJLHJFFGE48DA,░ё│╗мq,45.22,│гелбGжэ
RPPRMLRJLHJFFGE58DA,░ё│╗мq,45.22,│гелбGжэ
RPQRMLRJLHJFFGE68DA,░ё│╗мq,45.22,│гелбGжэ
RPRRMLRJLHJFFGE78DA,░ё│╗мq,45.22,│гелбGжэ
RPSRMLRJLHJFFGE88DA,░ё│╗мq,45.22,│гелбGжэ
RPUNMLSJLHJFFGE78DA,░ё│╗мq,45.22,│гелбGжэ
RPVNMLSJLHJFFGE88DA,░ё│╗мq,45.22,│гелбGжэ
RPWNMLSJLHJFFGE98DA,░ё│╗мq,45.22,│гелбGжэ
RPPOMLKLKHJFFFE57DA,╡╪▒^мq,1051.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPROMLKLKHJFFFE77DA,жие\мq,26.58,│гелбGжэ
RPRNMLNLKHJFFFE97DA,дjе■мq,20.55,│гелбGжэ
RPRNMLNLKHJFFFE97DA,дjе■мq,.27,│гелбGжэ
RPQNMLOJLHJFFFE87DA,йгдsмq,32.53,│гелбGжэ
RPUPMLTKKHJFFEE88DA,╖s╔▄мqдQдGдpмq,18.86,│гелбGжэ
RPQNMLKLKHJFFEE47DA,йMенмqдTдpмq,92.00,│гелбGжэ
RPPOMLLLKHJFFEE57DA,╖sе┴мq,7.27,│гелбG░╙
RPXNMLOLKHJFFDE48DA,╖р└Yмq,7.45,│гелбG░╙
RPTNMLLLKHJFFDE77DA,╞Wддмq,9.17,│гелбGжэ
RPTNMLLLKHJFFDE77DA,╞Wддмq,5.62,│гелбG░╙
RPWNMLRJLHJFFDE58DA,дj┤фмqдGдpмq,87.00,│гелбG░╙
RPQOMLRJLHJFFGE38DA,░ё│╗мq,44.21,│гелбGжэ
RPSOMLRJLHJFFGE58DA,░ё│╗мq,45.22,│гелбGжэ
RPTOMLRJLHJFFGE68DA,░ё│╗мq,52.25,│гелбGжэ
RPUOMLRJLHJFFGE78DA,░ё│╗мq,52.25,│гелбGжэ
RPVOMLRJLHJFFGE88DA,░ё│╗мq,52.25,│гелбGжэ
RPWOMLRJLHJFFGE98DA,░ё│╗мq,52.25,│гелбGжэ
RPPPMLRJLHJFFGE38DA,░ё│╗мq,52.25,│гелбGжэ
RPQPMLRJLHJFFGE48DA,░ё│╗мq,52.25,│гелбGжэ
RPSPMLRJLHJFFGE68DA,░ё│╗мq,45.22,│гелбGжэ
RPTPMLRJLHJFFGE78DA,░ё│╗мq,45.22,│гелбGжэ
RPUPMLRJLHJFFGE88DA,░ё│╗мq,45.22,│гелбGжэ
RPVPMLRJLHJFFGE98DA,░ё│╗мq,45.22,│гелбGжэ
RPOQMLRJLHJFFGE38DA,йh▒C╝dмq,2226.07,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPSOMLSJLHJFFGE68DA,░ё│╗мq,44.21,│гелбGжэ
RPWSMLTJLHJFFGE96DA,░ё│╗мq,45.21,│гелбGжэ
RPXSMLTJLHJFFGE07DA,░ё│╗мq,45.21,│гелбGжэ
RPOTMLTJLHJFFGE88DA,░ё│╗мq,45.21,│гелбGжэ
RPPTMLTJLHJFFGE98DA,░ё│╗мq,45.21,│гелбGжэ
RPQTMLTJLHJFFGE09DA,░ё│╗мq,45.21,│гелбGжэ
RPSTMLTJLHJFFGE66DA,░ё│╗мq,52.25,│гелбGжэ
RPTTMLTJLHJFFGE76DA,░ё│╗мq,52.25,│гелбGжэ
RPUTMLTJLHJFFGE86DA,░ё│╗мq,52.25,│гелбGжэ
RPVTMLTJLHJFFGE96DA,░ё│╗мq,52.25,│гелбGжэ
RPWTMLTJLHJFFGE07DA,░ё│╗мq,52.25,│гелбGжэ
RPXTMLTJLHJFFGE17DA,░ё│╗мq,52.25,│гелбGжэ
RPOUMLTJLHJFFGE98DA,░ё│╗мq,52.25,│гелбGжэ
RPPUMLTJLHJFFGE09DA,░ё│╗мq,52.25,│гелбGжэ
RPQUMLTJLHJFFGE56DA,░ё│╗мq,52.25,│гелбGжэ
RPSNMLLLKHJFFCE57DA,╛╦╝wмqдGдpмq,14.52,│гелбG░╙
RPTOMLPLKHJFFCE18DA,╖R╕sмq,23.21,│гелбGжэ
RPRNMLTKKHJFFCE18DA,▓▒┐│мq,34.00,│гелбGжэ
RPWNMLTKKHJFFBE58DA,дн╢Їнэмqд@дpмq,39.70,│гелбGжэ
RPRNMLOLKHJFFAE57DA,лCо№мq,11.26,│гелбG░╙
RPPNMLLLKHJFFAE07DA,└sддмq,22.91,│гелбG░╙
RPUNMLKLKHJFFKE38CA,дд╔▄мq,112.16,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPTNMLQLKHJFFKE88CA,м№┐@мq,1350.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPTNMLQLKHJFFKE88CA,м№┐@мq,1192.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPTNMLNJMHJFFJE48CA,▒T║|мq,414.00,│гелбGифеL
RPTNMLNJMHJFFJE48CA,▒T║|мq,207.00,│гелбGифеL
RPQNMLRLKHJFFLE78CA,икоrмq╝щж{╝dдpмq,1209.00,│гелбG╣A
RPPNMLLLKHJFFLE08CA,▓MдЇ┼╔мq,1.76,│гелбGифеL
RPPNMLLLKHJFFLE08CA,▓MдЇ┼╔мq,66.89,│гелбGжэ
RPPNMLLLKHJFFLE08CA,▓MдЇ┼╔мq,7.93,│гелбGжэ
RPSNMLKLKHJFFLE28CA,│╗нэмq,158.00,│гелбGжэ
RPTNMLKLKHJFFLE38CA,│╗нэмq,6.60,│гелбGжэ
RPTNMLKLKHJFFLE38CA,│╗нэмq,109.00,│гелбGжэ
RPVNMLKLKHJFFLE58CA,│╗нэмq,6.60,│гелбGжэ
RPVNMLKLKHJFFLE58CA,│╗нэмq,111.00,│гелбGжэ
RPWNMLKLKHJFFLE68CA,┤фдlоHмq,10.45,│гелбGжэ
RPRNMLLLKHJFFLE28CA,дп╝wмq,3.41,│гелбGжэ
RPPNMLTKKHJFFLE78CA,ж┐дsмq,24.58,│гелбGжэ
RPWNMLOKLHJFFLE09CA,лс╔▄мq,22.70,│гелбGжэ
RPWNMLOKLHJFFLE09CA,лс╔▄мq,97.90,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,5.76,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,19.82,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,9.75,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,.52,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,7.03,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,5.65,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,9.79,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,13.39,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,3.28,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,6.91,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,23.38,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,.83,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,.83,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,13.39,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,.87,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,.16,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,3.09,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,3.09,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,21.99,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,16.84,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,34.19,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,40.54,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,29.55,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,.86,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,1.20,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,23.54,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,26.11,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,113.21,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,9.12,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,.55,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,12.54,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,7.73,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,.04,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,2.49,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,39.86,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,91.22,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,17.37,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,6.00,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,2.01,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,1.97,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,7.46,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,31.59,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,1.54,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,5.05,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,1.42,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,.32,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,5.37,│гелбGжэ
RPUOMLOLKHJFFIE68CA,лC╢│мq,15.64,│гелбGжэ
