╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕m/л╪кл░╧мqк∙╡P,дgжa▓╛┬р┴`н▒┐n(ендшд╜д╪),│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐n(ендшд╜д╪),л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙(д╕),│ц╗∙(д╕/ендшд╜д╪),иожь├■зO,иожь▓╛┬р┴`н▒┐n(ендшд╜д╪),иожь┴`╗∙(д╕),│╞╡∙,╜s╕╣
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеле_╖sи╜дддs╕Їд@мq474л╤31~60╕╣,76.33,жэ,,,1061101,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1060110,168.63,4,2,4,ж│,╡L,7100000,42104,,0.0,0,,RPUNMLMKKIMFFDQ76CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеле_╖sи╜дддs╕Їд@мq474л╤1~30╕╣,84.87,жэ,,,1061101,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1060110,181.4,4,2,4,ж│,╡L,7600000,41896,,0.0,0,,RPVNMLMKKIMFFDQ86CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢m╝eдhз°▒Tдl└Y1~30╕╣,70.16,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061001,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0680810,143.66,4,2,4,ж│,╡L,4300000,29932,,0.0,0,,RPROMLNKKIMFFDQ66CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOел╖s░ёи╜╖s░ё211~240╕╣,95.91,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061001,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840921,129.43,4,2,2,ж│,╡L,2800000,21633,,0.0,0,,RPWNMLOKKIMFFDQ17CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,137.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,191.46,3,3,4,ж│,╡L,6900000,36039,,0.0,0,,RPWNMLQLKIMFFDQ47CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,133.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,188.45,3,3,4,ж│,╡L,6680000,35447,,0.0,0,,RPXNMLQLKIMFFDQ57CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,133.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,188.45,3,3,4,ж│,╡L,6720000,35659,,0.0,0,,RPOOMLQLKIMFFDQ76CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,133.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,188.45,3,3,4,ж│,╡L,6800000,36084,,0.0,0,,RPPOMLQLKIMFFDQ86CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,133.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,188.45,3,3,4,ж│,╡L,6880000,36508,,0.0,0,,RPQOMLQLKIMFFDQ96CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,133.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,188.45,3,3,4,ж│,╡L,6800000,36084,,0.0,0,,RPROMLQLKIMFFDQ07CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,133.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,188.45,3,3,4,ж│,╡L,6680000,35447,,0.0,0,,RPSOMLQLKIMFFDQ17CA
╡f╕Ї╢m,дgжa,ёFдl╕}мq481~510жa╕╣,200.0,,д@пы╣A╖~░╧,дЇзQе╬жa,1061110,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,632000,3160,,0.0,0,,RPPNMLOJKIMFFEQ66EA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mддйMз°к└╖╛31~60╕╣,164.39,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1061118,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060803,206.26,4,2,3,ж│,╡L,6000000,29089,,0.0,0,,RPTNMLKMJIMFFCQ66EA
ж╡дlел,дgжa,дj·A╖}мqдj╢mдpмq421~450жa╕╣,54.4,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061104,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1360000,25000,,0.0,0,,RPQNMLPJKIMFFBQ09DA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mддйMз°к└╖╛31~60╕╣,169.39,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1061110,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060803,228.76,4,2,5,ж│,╡L,6760000,29551,,0.0,0,,RPUNMLKMJIMFFCQ76EA
╖s┤ф╢m,дgжa,╖s┤фмqоcлeдpмq31~60жa╕╣,177.0,жэ,,,1061018,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6470000,36554,,0.0,0,,RPTNMLOJKIMFFCQ86EA
д╙лOел,дgжa,д╙лOмqд╙лOдpмq631~660жa╕╣,12.0,ифеL,,,1061027,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,407000,33917,,0.0,0,,RPPNMLRJKIMFFDQ76DA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,133.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,188.45,3,3,4,ж│,╡L,6660000,35341,,0.0,0,,RPTOMLQLKIMFFDQ27CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,133.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,188.45,3,3,4,ж│,╡L,6700000,35553,,0.0,0,,RPUOMLQLKIMFFDQ37CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,133.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,188.45,3,3,4,ж│,╡L,6700000,35553,,0.0,0,,RPVOMLQLKIMFFDQ47CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,133.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,188.45,3,3,4,ж│,╡L,6680000,35447,,0.0,0,,RPWOMLQLKIMFFDQ57CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,133.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,188.45,3,2,4,ж│,╡L,6720000,35659,,0.0,0,,RPXOMLQLKIMFFDQ67CA
ддоH╢m,дgжa,┼@е═мq151~180жa╕╣,288.31,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1061101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7920000,27470,,0.0,0,,RPPOMLNKKIMFFDQ09CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOел│┬╝dи╜дTжX╕Ї299л╤2з╦121~150╕╣,143.47,жэ,,,1061001,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1060710,171.53,4,2,3,ж│,╡L,7050000,41101,,0.0,0,,RPOOMLOKKIMFFDQ09CA
дЇдW╢m,дgжa,й╛йMмq1021~1050жa╕╣,2960.56,,пSйw╣A╖~░╧,╣Aкке╬жa,1061114,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4743000,1602,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCзt╝Wл╪й╬е╝╡n░Oл╪клбC,RPTNMLPJKIMFFDQ86CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOел│┬╝dи╜жX╝w╖sз°21л╤271~300╕╣,90.12,жэ,,,1061115,дgжa4л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1020111,194.74,5,2,4,ж│,╡L,6000000,30810,,0.0,0,,RPUNMLPJKIMFFDQ96CA
д╙лOел,дgжa,▒[дl│╗мq151~180жa╕╣,359.0,жэ,,,1061120,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3324300,9260,,0.0,0,,RPSNMLOJKIMFFDQ66CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOелжwдпи╜│╗┤фдlсY31~60╕╣,7.73,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061123,дgжa2л╪кл1иожь0,дн╝h,дн╝h,оMй╨(1й╨1╞U1╜├),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0940815,21.86,1,1,1,ж│,ж│,500000,22873,,0.0,0,,RPRNMLLJKIMFFDQ88CA
ж╦▒T╢m,дgжa,ж╦▒Tмq301~330жa╕╣,4517.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1061013,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6500000,1439,,0.0,0,┴`╗∙зtжaдWе╝╡n░Oл╪кл1┤╔,RPTNMLOJKIMFFEQ86CA
е┴╢п╢m,дgжa,▒[дl│╗мq1171~1200жa╕╣,3986.67,,пSйw╣A╖~░╧,╣Aкке╬жa,1061101,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7500000,1881,,0.0,0,,RPVNMLNKKIMFFCQ86CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mиqкLз°кLдlз└31~60╕╣,150.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060819,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060926,183.37,3,2,3,ж│,╡L,6850000,37356,,0.0,0,,RPXNMLKKKIMFFCQ76CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mдх╢йз°13╛Fл╪░ъ╕ЇдGмq151~180╕╣,168.35,жэ,,,1061101,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0700520,118.44,6,2,4,ж│,╡L,3450000,29129,,0.0,0,,RPQNMLOJKIMFFCQ98CA
кFе█╢m,дgжa,┤фсYнэмq└s┤фдpмq571~600жa╕╣,2389.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1061101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1000000,419,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPNMLOKKIMFFBQ88CA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелдj?╖}1036л╤1з╦1~30╕╣,156.36,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061011,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0970408,419.77,3,2,2,ж│,╡L,13000000,30969,,0.0,0,,RPPNMLLJKIMFFBQ48CA
кFе█╢m,дgжa,о▀дl▒[мqкF▒[дpмq721~750жa╕╣,90.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061121,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,700000,7778,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLLJKIMFFBQ58CA
ж╡дlел,дgжa,оrлсмqлnоrдpмq451~480жa╕╣,83.83,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061123,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,260000,3102,,0.0,0,,RPQNMLMJKIMFFBQ68CA
кFе█╢m,л╪кл,╣┼╕q┐дкFе█╢mў┤╣к91~120╕╣,0.0,,,,1061025,дgжa0л╪кл1иожь0,д@╝hбA├M╝╙,д@╝h,дu╝t,дu╖~е╬,┐j│y,0631003,268.08,0,0,0,╡L,╡L,30000,,,0.0,0,,RPTNMLOJKIMFFBQ56CA
ем│U┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐дем│U┬эд╙ен╕Ї207л╤1~30╕╣,80.24,жэ,,,1061121,дgжa4л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0731106,215.17,5,2,3,ж│,╡L,960000,4462,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPNMLPJKIMFFBQ88CA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелелкF╕Ї91~120╕╣,96.0,жэ,,,1061001,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐j│y,0200301,122.91,2,2,1,ж│,╡L,3980000,32381,,0.0,0,,RPRNMLMKKIMFFBQ88CA
ем│U┬э,дgжa,┤║дsмq1051~1080жa╕╣,190.13,жэ,,,1061101,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,660000,3471,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLMKKIMFFBQ98CA
ем│U┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐дем│U┬эиг└sи╜14╛Fд║е╨1~30╕╣,106.79,жэ,,,1061101,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0900913,137.24,4,2,3,ж│,╡L,1700000,12387,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPTNMLMKKIMFFBQ09CA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелдjжP╕Ї211~240╕╣,20.98,жэ,,,1061115,дgжa1л╪кл1иожь0,дK╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0841210,120.50999999999999,3,2,2,ж│,ж│,2800000,23235,,0.0,0,,RPTNMLRJKIMFFBQ86CA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелдпйMд@╕Ї1~30╕╣,407.71,жэ,,,1061104,дgжa11л╪кл2иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040720,433.5,6,2,6,ж│,ж│,27000000,62284,,0.0,0,,RPPNMLQJKIMFFBQ98CA
ем│U┬э,дgжa,╛ЁкL└YмqкL└Yдpмq811~840жa╕╣,3838.6,,д@пы╣A╖~░╧,╣Aкке╬жa,1061119,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1899709,495,,0.0,0,┐╦▒нпSоэ├ЎлY╢бдзецйЎбC,RPPNMLRJKIMFFBQ09CA
╖s┤ф╢m,дgжa,░ёдlмq61~90жa╕╣,95.85,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061116,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,318943,3328,,0.0,0,,RPRNMLRJKIMFFCQ76CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m┐│лnз°17╛F└Y╛Ї721~750╕╣,36.48,жэ,,,1061101,дgжa2л╪кл1иожь0,дT╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0811130,118.33000000000001,3,2,2,ж│,ж│,2280000,19268,,0.0,0,,RPPNMLQKKIMFFCQ56CA
дjкL┬э,дgжa,кLдlлeмqдTйMдpмq151~180жa╕╣,585.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,643500,1100,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPWOMLPLKIMFFCQ37CA
дjкL┬э,дgжa,кLдlлeмqдTйMдpмq151~180жa╕╣,576.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,633600,1100,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPXOMLPLKIMFFCQ47CA
дjкL┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐ддjкL┬эенкLи╜╖s┐│╡є121~150╕╣,53.75,жэ,,,1061101,дgжa2л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0851115,108.47,3,2,2,ж│,╡L,2000000,18438,,0.0,0,,RPXNMLSLKIMFFCQ67CA
▒Ўдs╢m,дgжa,▒Ўлnмq1111~1140жa╕╣,662.0,╣A,,,1061120,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3300000,4985,,0.0,0,,RPUNMLOJKIMFFEQ96CA
ж╦▒T╢m,дgжa,д║оHмq841~870жa╕╣,11.11,,,,1061101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,24000,2160,,0.0,0,,RPRNMLLKKIMFFEQ09CA
╡f╕Ї╢m,дgжa,╡f╕Їмq241~270жa╕╣,117.0,,д@пы╣A╖~░╧,ец│qе╬жa,1060929,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,198900,1700,,0.0,0,иє─│╗∙┴╩,RPPNMLSJKIMFFEQ86CA
╡f╕Ї╢m,дgжa,╡f╕Їмq31~60жa╕╣,30.0,,дsйYжaлOи|░╧,ец│qе╬жa,1060929,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,48000,1600,,0.0,0,иє─│╗∙┴╩,RPQNMLSJKIMFFEQ96CA
╡f╕Ї╢m,дgжa,╡f╕Їмq31~60жa╕╣,94.5,,дsйYжaлOи|░╧,ец│qе╬жa,1060929,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,141750,1500,,0.0,0,иє─│╗∙┴╩,RPRNMLSJKIMFFEQ07CA
╡f╕Ї╢m,дgжa,╡f╕Їмq241~270жa╕╣,341.33,,д@пы╣A╖~░╧,ец│qе╬жa,1060929,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,580266,1700,,0.0,0,иє─│╗∙┴╩,RPSNMLSJKIMFFEQ17CA
дjоH╢m,дgжa,оHлnмq1021~1050жa╕╣,2586.94,╣A,,,1061001,дgжa8л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2600000,1005,,0.0,0,,RPSNMLQLKIMFFDQ07CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOелжwдпи╜│╗┤фдlсY31~60╕╣,8.07,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061123,дgжa2л╪кл1иожь0,дG╝h,дн╝h,оMй╨(1й╨1╞U1╜├),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0940815,23.34,1,1,1,ж│,ж│,470000,20137,,0.0,0,,RPQNMLNJKIMFFDQ98CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢mмh╖sз°мhдlкL1801~1830╕╣,78.58,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061104,дgжa2л╪кл1иожь0,е■,дн╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0850322,184.46,4,2,4,ж│,╡L,3200000,17348,,0.0,0,,RPPNMLQJKIMFFDQ56CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOеллс╝ци╜лс╝ц421~450╕╣,133.87,╣A,,,1061101,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1060922,188.45,3,3,4,ж│,╡L,6780000,35978,,0.0,0,,RPOPMLQLKIMFFDQ86CA
ддоH╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дддоH╢mйMм№з°18╛Fе├╝╓╖sз°121~150╕╣,82.57,жэ,,,1061005,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одgе[▒j┐j│y,0660320,109.31,3,1,2,ж│,╡L,3480000,31836,,0.0,0,,RPUNMLOJKIMFFDQ96DA
ддоH╢m,дgжa,е█ОЎмq1~30жa╕╣,13942.0,,дsйYжaлOи|░╧,кL╖~е╬жa,1061101,дgжa6л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2700000,194,,0.0,0,,RPQNMLSKKIMFFDQ07DA
ж╦▒T╢m,дgжa,╝╠╛ЁйWмq841~870жa╕╣,3182.56,,дsйYжaлOи|░╧,кL╖~е╬жa,1061108,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,250000,79,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPTNMLPJKIMFFEQ17EA
ж╦▒T╢m,дgжa,╝╠╛ЁйWмq361~390жa╕╣,1039.33,,дsйYжaлOи|░╧,╣Aкке╬жa,1061106,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,260000,250,,0.0,0,,RPPNMLQJKIMFFEQ86EA
ж╦▒T╢m,дgжa,╝╠╛ЁйWмq1561~1590жa╕╣,1724.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1061106,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,362040,210,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLQJKIMFFEQ96EA
╡f╕Ї╢m,дgжa,д╜е╨мq541~570жa╕╣,318.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1061113,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3498,11,,0.0,0,,RPSNMLRJKIMFFEQ27EA
дjкL┬э,дgжa,жшкLмq241~270жa╕╣,88.23,░╙,,,1061115,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10000000,113340,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCзt╝Wл╪й╬е╝╡n░Oл╪клбC,RPPNMLSJKIMFFCQ86EA
дjкL┬э,дgжa,жшкLмq1~30жa╕╣,3.52,жэ,,,1061101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,160195,45510,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPQOMLMJJHNFFCQ88DA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOел▒[│╗и╜╛Їдl└Y61~90╕╣,97.5,жэ,,,1061001,дgжa3л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0900502,161.75,4,3,4,ж│,╡L,3000000,18547,,0.0,0,,RPQOMLNKKIMFFDQ56CA
│└пє╢m,дgжa,дU╝цмqдU╝цдpмq481~510жa╕╣,3620.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061115,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3185600,880,,0.0,0,,RPSNMLPJKIMFFDQ76CA
╡f╕Ї╢m,дgжa,дj┤Ємq91~120жa╕╣,8256.0,,┤╦кL░╧,╣Aкке╬жa,1061115,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1440000,174,,0.0,0,,RPPNMLRJKIMFFEQ76CA
▒Ўдs╢m,дgжa,дjпєоHмq421~450жa╕╣,94.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061001,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,853000,9074,,0.0,0,дг░╩▓гдзж@ж│дH╝╞м░в▒дH,RPVNMLLKKIMFFEQ86CA
дjкL┬э,дgжa,╝цй│мq╝цй│дpмq1~30жa╕╣,165.0,жэ,,,1061101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3000000,18182,,0.0,0,,RPWNMLMJJHNFFCQ66CA
